Date: 27.3.2020 , In use by: Mena
Daytime: 10:40:15, Temperature: 25°C
ID, strain1, strain2, strain3, strain4, strain5, strain6, temp [°C], runtime [ms]
50, 0.00, 6365819.00, 8397902.00, 5775404.00, 0.00, 16777215.00, 25, 13427
51, 0.00, 6353286.00, 8397957.00, 5748883.00, 0.00, 16777215.00, 25, 13608
52, 0.00, 6359058.00, 8398036.00, 5750686.00, 0.00, 16777215.00, 25, 13790
53, 0.00, 6363320.00, 8398006.00, 5685820.00, 0.00, 16777215.00, 25, 14062
54, 0.00, 6327952.00, 8397842.00, 5679075.00, 0.00, 16777215.00, 25, 14425
55, 0.00, 6383915.00, 8397991.00, 5683880.00, 1917790.00, 16777215.00, 25, 14788
56, 0.00, 6408986.00, 8397871.00, 5687189.00, 3589421.00, 16777215.00, 25, 15060
57, 0.00, 6358503.00, 8397968.00, 5633491.00, 3521603.00, 16777215.00, 25, 15423
58, 0.00, 6323051.00, 8397833.00, 5627625.00, 3489195.00, 16777215.00, 25, 15786
59, 0.00, 6345988.00, 8397951.00, 5733703.00, 3428501.00, 16777215.00, 25, 16058
60, 0.00, 6377200.00, 8397925.00, 5817091.00, 3452730.00, 16777215.00, 25, 16330
61, 0.00, 6375589.00, 8397937.00, 5720194.00, 3455340.00, 16777215.00, 25, 16602
62, 0.00, 6384733.00, 8397961.00, 5693312.00, 3398701.00, 16777215.00, 25, 16874
63, 0.00, 6369223.00, 8398012.00, 5646298.00, 3339971.00, 16777215.00, 25, 17147
64, 0.00, 6345252.00, 8397950.00, 5589007.00, 3328914.00, 16777215.00, 25, 17510
RECORDING Time: 10:44:30
BASELINE Time: 10:44:33
1, 0.00, 6331683.00, 8398113.00, 5546777.00, 3208644.00, 16777215.00, 25, 0
2, 0.00, 6328738.00, 8397903.00, 5536472.00, 3195574.00, 16777215.00, 25, 0
3, 0.00, 6330783.00, 8397937.00, 5542378.00, 3198413.00, 16777215.00, 25, 454
4, 0.00, 6327483.00, 8397932.00, 5537477.00, 3207003.00, 16777215.00, 25, 726
5, 0.00, 6334044.00, 8397785.00, 5540262.00, 3187049.00, 16777215.00, 25, 998
6, 0.00, 6320675.00, 8397912.00, 5494376.00, 3144464.00, 16777215.00, 25, 1361
7, 0.00, 6316690.00, 8397964.00, 5514901.00, 3165689.00, 16777215.00, 25, 1633
8, 0.00, 6324738.00, 8397827.00, 5478439.00, 3157911.00, 16777215.00, 25, 1996
9, 0.00, 6321920.00, 8397904.00, 5441921.00, 3146345.00, 16777215.00, 25, 2268
10, 0.00, 6324239.00, 8397868.00, 5426610.00, 3112489.00, 16777215.00, 25, 2631
11, 0.00, 6328187.00, 8397968.00, 5438998.00, 3069981.00, 16777215.00, 25, 2994
12, 0.00, 6320044.00, 8397913.00, 5431653.00, 3070395.00, 16777215.00, 25, 3267
13, 0.00, 6319769.00, 8398046.00, 5439246.00, 3039849.00, 16777215.00, 25, 3539
14, 0.00, 6344218.00, 8397994.00, 5465773.00, 3060680.00, 16777215.00, 25, 3902
15, 0.00, 6331979.00, 8398030.00, 5458227.00, 3027778.00, 16777215.00, 25, 4174
16, 0.00, 6333611.00, 8398094.00, 5486700.00, 3015000.00, 16777215.00, 25, 4537
17, 0.00, 6347370.00, 8397940.00, 5513961.00, 3020198.00, 16777215.00, 25, 4809
18, 0.00, 6344197.00, 8397828.00, 5517175.00, 3014997.00, 16777215.00, 25, 5081
19, 0.00, 6341274.00, 8398007.00, 5488957.00, 3009263.00, 16777215.00, 25, 5444
20, 0.00, 6341351.00, 8398027.00, 5465577.00, 3004263.00, 16777215.00, 25, 5535
21, 0.00, 6340791.00, 8398036.00, 5467846.00, 3005129.00, 16777215.00, 25, 5716
22, 0.00, 6336792.00, 8397987.00, 5489554.00, 3004806.00, 16777215.00, 25, 5988
23, 0.00, 6336500.00, 8397949.00, 5516444.00, 3019505.00, 16777215.00, 25, 6260
24, 0.00, 6345416.00, 8397973.00, 5534362.00, 3021944.00, 16777215.00, 25, 6442
25, 0.00, 6344492.00, 8397895.00, 5521168.00, 3015249.00, 16777215.00, 25, 6805
26, 0.00, 6342197.00, 8397846.00, 5516076.00, 3033225.00, 16777215.00, 25, 7077
27, 0.00, 6337066.00, 8398034.00, 5505896.00, 3036850.00, 16777215.00, 25, 7440
28, 0.00, 6326112.00, 8398046.00, 5496189.00, 3041700.00, 16777215.00, 25, 7803
29, 0.00, 6324322.00, 8397873.00, 5490489.00, 3035382.00, 16777215.00, 25, 8075
30, 0.00, 6324418.00, 8397976.00, 5495830.00, 3040112.00, 16777215.00, 25, 8347
31, 0.00, 6325825.00, 8398021.00, 5498995.00, 3040163.00, 16777215.00, 25, 8710
32, 0.00, 6324667.00, 8397991.00, 5493909.00, 3037249.00, 16777215.00, 25, 8982
33, 0.00, 6322071.00, 8398036.00, 5489687.00, 3037888.00, 16777215.00, 25, 9163
34, 0.00, 6321045.00, 8397893.00, 5485409.00, 3037848.00, 16777215.00, 25, 9436
35, 0.00, 6316239.00, 8398002.00, 5477925.00, 3035507.00, 16777215.00, 25, 9617
36, 0.00, 6313078.00, 8397983.00, 5479628.00, 3038100.00, 16777215.00, 25, 9799
37, 0.00, 6313979.00, 8398004.00, 5488451.00, 3046333.00, 16777215.00, 25, 10071
38, 0.00, 6320206.00, 8398049.00, 5503199.00, 3055279.00, 16777215.00, 25, 10343
39, 0.00, 6322097.00, 8398005.00, 5502202.00, 3056159.00, 16777215.00, 25, 10434
40, 0.00, 6317750.00, 8397858.00, 5487611.00, 3040934.00, 16777215.00, 25, 10706
41, 0.00, 6314797.00, 8397942.00, 5480731.00, 3035113.00, 16777215.00, 25, 10978
42, 0.00, 6316970.00, 8398062.00, 5494579.00, 3026568.00, 16777215.00, 25, 11250
43, 0.00, 6319093.00, 8398026.00, 5492621.00, 3036615.00, 16777215.00, 25, 11613
44, 0.00, 6285214.00, 8397974.00, 5502948.00, 3039579.00, 16777215.00, 25, 11976
45, 0.00, 6303507.00, 8397992.00, 5505924.00, 3025618.00, 16777215.00, 25, 12339
46, 0.00, 6309506.00, 8397995.00, 5465118.00, 3001745.00, 16777215.00, 25, 12792
47, 0.00, 6306528.00, 8397849.00, 5449078.00, 3005957.00, 16777215.00, 25, 12974
48, 0.00, 6303142.00, 8397994.00, 5416748.00, 3013846.00, 16777215.00, 25, 13155
49, 0.00, 6296169.00, 8398008.00, 5412245.00, 3003697.00, 16777215.00, 25, 13337
50, 0.00, 6311239.00, 8397995.00, 5440770.00, 2998075.00, 16777215.00, 25, 13609
51, 0.00, 6309594.00, 8397891.00, 5430888.00, 2985746.00, 16777215.00, 25, 13790
52, 0.00, 6305612.00, 8397893.00, 5419018.00, 2967337.00, 16777215.00, 25, 13972
BASELINE Time: 10:44:47
