Date: 20.2.2020 , In use by: Mena
Daytime: 12:11:3, Temperature: 26°C
ID, strain4A, strain4B, loadcell y, temp [°C], runtime [ms]
BASELINE Time: 12:11:27
820, 1916978.00, 8343185.00, 8644750.00,26, 85480
821, 1917062.00, 8343036.00, 8644586.00,26, 85584
822, 1917070.00, 8343023.00, 8644384.00,26, 85689
823, 1917142.00, 8342778.00, 8645164.00,26, 85793
824, 1917121.00, 8342575.00, 8645440.00,26, 85898
825, 1917134.00, 8342466.00, 8644924.00,26, 86002
826, 1917173.00, 8342429.00, 8644596.00,26, 86107
827, 1917016.00, 8342507.00, 8643720.00,26, 86211
828, 1916190.00, 8345188.00, 8633977.00,26, 86316
829, 1915041.00, 8349739.00, 8621560.00,26, 86420
830, 1914085.00, 8353908.00, 8611460.00,26, 86525
831, 1913755.00, 8356922.00, 8605268.00,26, 86629
832, 1914368.00, 8353426.00, 8607688.00,26, 86734
833, 1915080.00, 8351218.00, 8623885.00,26, 86838
834, 1915775.00, 8348741.00, 8629902.00,26, 86943
835, 1916509.00, 8345780.00, 8637396.00,26, 87047
836, 1917188.00, 8342495.00, 8644777.00,26, 87152
837, 1917252.00, 8341875.00, 8644857.00,26, 87256
838, 1917387.00, 8341665.00, 8645063.00,26, 87361
839, 1917520.00, 8340965.00, 8646850.00,26, 87465
840, 1917618.00, 8340476.00, 8647274.00,26, 87570
841, 1917583.00, 8340640.00, 8646135.00,26, 87674
842, 1917381.00, 8340988.00, 8645069.00,26, 87779
843, 1917057.00, 8342053.00, 8641598.00,26, 87883
844, 1916676.00, 8344042.00, 8635704.00,26, 87988
845, 1916449.00, 8344659.00, 8633527.00,26, 88092
846, 1915460.00, 8347214.00, 8627614.00,26, 88197
847, 1914426.00, 8352378.00, 8605411.00,26, 88301
848, 1913909.00, 8356830.00, 8602908.00,26, 88406
849, 1913968.00, 8356554.00, 8603740.00,26, 88510
850, 1913818.00, 8357262.00, 8602788.00,26, 88615
851, 1913663.00, 8357920.00, 8600837.00,26, 88719
852, 1913637.00, 8357909.00, 8600650.00,26, 88824
853, 1913577.00, 8357925.00, 8600589.00,26, 88928
854, 1913573.00, 8358023.00, 8600436.00,26, 89033
855, 1913591.00, 8358290.00, 8600661.00,26, 89137
856, 1913535.00, 8358622.00, 8600650.00,26, 89242
857, 1913504.00, 8358813.00, 8600788.00,26, 89346
858, 1913485.00, 8359173.00, 8600717.00,26, 89451
859, 1913387.00, 8359333.00, 8600683.00,26, 89556
860, 1913387.00, 8359340.00, 8600787.00,26, 89660
861, 1913408.00, 8359347.00, 8600745.00,26, 89765
862, 1913418.00, 8359325.00, 8600718.00,26, 89869
863, 1913484.00, 8359372.00, 8600690.00,26, 89974
864, 1913505.00, 8359448.00, 8600697.00,26, 90078
865, 1913478.00, 8359396.00, 8600751.00,26, 90183
866, 1913459.00, 8359434.00, 8600656.00,26, 90287
867, 1913460.00, 8359543.00, 8600765.00,26, 90392
868, 1913451.00, 8359616.00, 8600682.00,26, 90496
869, 1913424.00, 8359693.00, 8600768.00,26, 90601
870, 1913369.00, 8359763.00, 8600688.00,26, 90705
871, 1913326.00, 8359830.00, 8600590.00,26, 90810
872, 1913375.00, 8359916.00, 8600722.00,26, 90914
873, 1913435.00, 8359901.00, 8600556.00,26, 91019
874, 1913330.00, 8359936.00, 8600492.00,26, 91123
875, 1913300.00, 8360005.00, 8600403.00,26, 91228
876, 1913321.00, 8360092.00, 8600517.00,26, 91332
877, 1913365.00, 8360070.00, 8600488.00,26, 91437
878, 1913403.00, 8360127.00, 8600572.00,26, 91541
879, 1913360.00, 8360167.00, 8600583.00,26, 91646
880, 1913355.00, 8360244.00, 8600563.00,26, 91750
881, 1913369.00, 8360317.00, 8600563.00,26, 91855
882, 1913390.00, 8360316.00, 8600601.00,26, 91959
883, 1913400.00, 8360418.00, 8600502.00,26, 92064
884, 1913376.00, 8360443.00, 8600443.00,26, 92168
885, 1913395.00, 8360429.00, 8600551.00,26, 92273
886, 1913386.00, 8360506.00, 8600642.00,26, 92377
887, 1913402.00, 8360582.00, 8600477.00,26, 92482
888, 1913393.00, 8360649.00, 8600520.00,26, 92586
889, 1913408.00, 8360579.00, 8600604.00,26, 92691
890, 1913416.00, 8360578.00, 8600757.00,26, 92795
891, 1913386.00, 8360625.00, 8600681.00,26, 92900
892, 1913408.00, 8360713.00, 8600544.00,26, 93004
893, 1913467.00, 8360741.00, 8600721.00,26, 93109
894, 1913420.00, 8360745.00, 8600924.00,26, 93213
895, 1913374.00, 8360822.00, 8600763.00,26, 93318
896, 1913378.00, 8360860.00, 8600392.00,26, 93422
897, 1913379.00, 8360918.00, 8600402.00,26, 93527
898, 1913332.00, 8361006.00, 8600573.00,26, 93631
899, 1913353.00, 8361023.00, 8600831.00,26, 93736
900, 1913385.00, 8361137.00, 8600874.00,26, 93840
901, 1913375.00, 8361185.00, 8600609.00,26, 93945
902, 1913339.00, 8361114.00, 8600532.00,26, 94049
903, 1913388.00, 8361095.00, 8600596.00,26, 94154
904, 1913377.00, 8361165.00, 8600611.00,26, 94258
905, 1913364.00, 8361198.00, 8600584.00,26, 94363
906, 1913340.00, 8361263.00, 8600631.00,26, 94467
907, 1913338.00, 8361278.00, 8600451.00,26, 94572
908, 1913364.00, 8361338.00, 8600608.00,26, 94676
909, 1913421.00, 8361374.00, 8600695.00,26, 94781
910, 1913409.00, 8361397.00, 8600862.00,26, 94885
911, 1913353.00, 8361407.00, 8600642.00,26, 94990
912, 1913348.00, 8361499.00, 8600560.00,26, 95094
913, 1913389.00, 8361528.00, 8600460.00,26, 95199
914, 1913373.00, 8361603.00, 8600760.00,26, 95303
915, 1913342.00, 8361631.00, 8600901.00,26, 95408
916, 1913368.00, 8361691.00, 8600799.00,26, 95512
917, 1913427.00, 8361719.00, 8600724.00,26, 95617
918, 1913416.00, 8361709.00, 8600741.00,26, 95721
919, 1913335.00, 8361802.00, 8600714.00,26, 95826
920, 1913338.00, 8361793.00, 8600534.00,26, 95930
921, 1913318.00, 8361828.00, 8600481.00,26, 96035
922, 1913325.00, 8361865.00, 8600446.00,26, 96139
923, 1913326.00, 8361877.00, 8600713.00,26, 96244
924, 1913359.00, 8361803.00, 8600822.00,26, 96348
925, 1913375.00, 8361832.00, 8600897.00,26, 96453
926, 1913368.00, 8361918.00, 8600927.00,26, 96557
927, 1913359.00, 8361926.00, 8600626.00,26, 96662
928, 1913331.00, 8361997.00, 8600616.00,26, 96766
929, 1913305.00, 8362006.00, 8600475.00,26, 96871
930, 1913358.00, 8362028.00, 8600501.00,26, 96975
931, 1913392.00, 8362097.00, 8600778.00,26, 97080
932, 1913354.00, 8362155.00, 8600655.00,26, 97184
933, 1913345.00, 8362225.00, 8600697.00,26, 97289
934, 1913354.00, 8362293.00, 8600654.00,26, 97393
935, 1913348.00, 8362355.00, 8600438.00,26, 97498
936, 1913379.00, 8362378.00, 8600688.00,26, 97602
937, 1913390.00, 8362398.00, 8600846.00,26, 97707
938, 1913396.00, 8362415.00, 8600602.00,26, 97811
939, 1913375.00, 8362498.00, 8600646.00,26, 97916
940, 1913314.00, 8362587.00, 8600240.00,26, 98020
941, 1913306.00, 8362609.00, 8600014.00,26, 98125
942, 1913326.00, 8362608.00, 8599851.00,26, 98229
943, 1913202.00, 8362779.00, 8599499.00,26, 98334
944, 1912964.00, 8364815.00, 8596959.00,26, 98438
945, 1912740.00, 8365463.00, 8593415.00,26, 98543
946, 1912363.00, 8366929.00, 8589744.00,26, 98647
947, 1912070.00, 8368283.00, 8587124.00,26, 98752
948, 1911715.00, 8369346.00, 8584626.00,26, 98857
949, 1911244.00, 8371714.00, 8580543.00,26, 98961
950, 1911082.00, 8372308.00, 8580906.00,26, 99066
951, 1911047.00, 8373137.00, 8579874.00,26, 99170
952, 1911030.00, 8372922.00, 8580707.00,26, 99275
953, 1910932.00, 8373484.00, 8579570.00,26, 99379
954, 1910840.00, 8373618.00, 8579227.00,26, 99484
955, 1910769.00, 8373853.00, 8579292.00,26, 99588
956, 1910778.00, 8373818.00, 8579371.00,26, 99693
957, 1910842.00, 8373912.00, 8579354.00,26, 99797
958, 1910891.00, 8374055.00, 8579330.00,26, 99902
959, 1910809.00, 8374232.00, 8579007.00,26, 100006
960, 1910772.00, 8374443.00, 8579231.00,26, 100111
961, 1910803.00, 8374399.00, 8579488.00,26, 100215
962, 1910796.00, 8374474.00, 8579161.00,26, 100320
963, 1910778.00, 8374495.00, 8579157.00,26, 100424
964, 1910753.00, 8374499.00, 8579214.00,26, 100529
965, 1910838.00, 8374452.00, 8579309.00,26, 100633
966, 1910839.00, 8374463.00, 8579221.00,26, 100738
967, 1910816.00, 8374453.00, 8579117.00,26, 100842
968, 1910780.00, 8374552.00, 8579016.00,26, 100947
969, 1910756.00, 8374605.00, 8579024.00,26, 101051
970, 1910758.00, 8374646.00, 8579233.00,26, 101156
971, 1910766.00, 8374687.00, 8579226.00,26, 101260
972, 1910743.00, 8374798.00, 8579077.00,26, 101365
973, 1910672.00, 8374868.00, 8579275.00,26, 101469
974, 1910715.00, 8374836.00, 8579192.00,26, 101574
975, 1910675.00, 8374988.00, 8579072.00,26, 101678
976, 1910690.00, 8375038.00, 8579034.00,26, 101783
977, 1910701.00, 8375084.00, 8579319.00,26, 101887
978, 1910704.00, 8375059.00, 8579346.00,26, 101992
979, 1910694.00, 8375102.00, 8578984.00,26, 102096
980, 1910684.00, 8375150.00, 8579096.00,26, 102201
981, 1910704.00, 8375194.00, 8579121.00,26, 102305
982, 1910767.00, 8375135.00, 8579261.00,26, 102410
983, 1910749.00, 8375165.00, 8579270.00,26, 102514
984, 1910658.00, 8375168.00, 8579069.00,26, 102619
985, 1910679.00, 8375170.00, 8579061.00,26, 102723
986, 1910685.00, 8375189.00, 8579264.00,26, 102828
987, 1910642.00, 8375267.00, 8579281.00,26, 102932
988, 1910664.00, 8375351.00, 8579299.00,26, 103037
989, 1910651.00, 8375432.00, 8579082.00,26, 103141
990, 1910616.00, 8375479.00, 8579071.00,26, 103246
991, 1910673.00, 8375446.00, 8578996.00,26, 103350
992, 1910658.00, 8375552.00, 8579041.00,26, 103455
993, 1910642.00, 8375597.00, 8578937.00,26, 103559
994, 1910663.00, 8375598.00, 8578935.00,26, 103664
995, 1910602.00, 8375626.00, 8578954.00,26, 103768
996, 1910654.00, 8375699.00, 8578970.00,26, 103873
997, 1910702.00, 8375669.00, 8579076.00,26, 103977
998, 1910746.00, 8375664.00, 8579235.00,26, 104082
999, 1910754.00, 8375709.00, 8579298.00,26, 104186
1000, 1910699.00, 8375695.00, 8579081.00,26, 104291
1001, 1910698.00, 8375696.00, 8579158.00,26, 104396
1002, 1910633.00, 8375752.00, 8579381.00,26, 104500
1003, 1910618.00, 8375791.00, 8579137.00,26, 104605
1004, 1910658.00, 8375876.00, 8578962.00,26, 104709
1005, 1910678.00, 8375918.00, 8579208.00,26, 104814
1006, 1910725.00, 8375905.00, 8579088.00,26, 104918
1007, 1910737.00, 8375899.00, 8579155.00,26, 105023
1008, 1910657.00, 8375984.00, 8579296.00,26, 105127
1009, 1910636.00, 8376041.00, 8579248.00,26, 105232
1010, 1910653.00, 8376088.00, 8579072.00,26, 105336
1011, 1910642.00, 8376107.00, 8579141.00,26, 105441
1012, 1910619.00, 8376116.00, 8579181.00,26, 105545
1013, 1910623.00, 8376156.00, 8579086.00,26, 105650
1014, 1910658.00, 8376166.00, 8579137.00,26, 105754
1015, 1910656.00, 8376146.00, 8579364.00,26, 105859
1016, 1910622.00, 8376202.00, 8579382.00,26, 105963
1017, 1910644.00, 8376244.00, 8579280.00,26, 106068
1018, 1910667.00, 8376265.00, 8579202.00,26, 106172
1019, 1910683.00, 8376290.00, 8579217.00,26, 106277
1020, 1910658.00, 8376293.00, 8579311.00,26, 106381
1021, 1910640.00, 8376324.00, 8579286.00,26, 106486
1022, 1910640.00, 8376349.00, 8579058.00,26, 106590
1023, 1910682.00, 8376368.00, 8579125.00,26, 106695
1024, 1910640.00, 8376519.00, 8579174.00,26, 106799
1025, 1910655.00, 8376539.00, 8579194.00,26, 106904
1026, 1910731.00, 8376598.00, 8579131.00,26, 107008
1027, 1910695.00, 8376670.00, 8579208.00,26, 107113
1028, 1910684.00, 8376662.00, 8579223.00,26, 107217
1029, 1910647.00, 8376637.00, 8579247.00,26, 107322
1030, 1910652.00, 8376642.00, 8579297.00,26, 107426
1031, 1910674.00, 8376682.00, 8579363.00,26, 107531
1032, 1910699.00, 8376592.00, 8579100.00,26, 107635
1033, 1910718.00, 8376579.00, 8579000.00,26, 107740
1034, 1910740.00, 8376672.00, 8579164.00,26, 107844
1035, 1910701.00, 8376742.00, 8579153.00,26, 107949
1036, 1910660.00, 8376749.00, 8578988.00,26, 108053
1037, 1910630.00, 8376777.00, 8579253.00,26, 108158
1038, 1910649.00, 8376842.00, 8579346.00,26, 108262
1039, 1910671.00, 8376806.00, 8579368.00,26, 108367
1040, 1910632.00, 8376956.00, 8579289.00,26, 108472
1041, 1910666.00, 8376998.00, 8579053.00,26, 108576
1042, 1910634.00, 8376878.00, 8579142.00,26, 108681
1043, 1910626.00, 8377021.00, 8579493.00,26, 108785
1044, 1910625.00, 8377226.00, 8578641.00,26, 108890
1045, 1910648.00, 8377238.00, 8578989.00,26, 108994
1046, 1910705.00, 8377020.00, 8579503.00,26, 109099
1047, 1910696.00, 8376912.00, 8579406.00,26, 109203
1048, 1910629.00, 8377062.00, 8579278.00,26, 109308
1049, 1910457.00, 8377731.00, 8578756.00,26, 109412
1050, 1909795.00, 8380684.00, 8575612.00,26, 109517
1051, 1909064.00, 8383943.00, 8565920.00,26, 109621
1052, 1908826.00, 8384556.00, 8565435.00,26, 109726
1053, 1908067.00, 8386226.00, 8560347.00,26, 109830
1054, 1906927.00, 8391080.00, 8553317.00,26, 109935
1055, 1905881.00, 8394689.00, 8549762.00,26, 110039
1056, 1903616.00, 8410043.00, 8543922.00,26, 110144
1057, 1901955.00, 8415984.00, 8540127.00,26, 110248
1058, 1900259.00, 8423318.00, 8534286.00,26, 110353
1059, 1898826.00, 8429471.00, 8534206.00,26, 110457
1060, 1898255.00, 8432343.00, 8536634.00,26, 110562
1061, 1897896.00, 8433599.00, 8537772.00,26, 110666
1062, 1897354.00, 8435649.00, 8536518.00,26, 110771
1063, 1896844.00, 8438024.00, 8535530.00,26, 110875
1064, 1896366.00, 8441785.00, 8535424.00,26, 110980
1065, 1895891.00, 8443465.00, 8535583.00,26, 111084
1066, 1895438.00, 8445256.00, 8535286.00,26, 111189
1067, 1894986.00, 8447019.00, 8535177.00,26, 111293
1068, 1894546.00, 8448962.00, 8535063.00,26, 111398
1069, 1894232.00, 8450740.00, 8535035.00,26, 111502
1070, 1894028.00, 8451827.00, 8535133.00,26, 111607
1071, 1893853.00, 8452432.00, 8535291.00,26, 111711
1072, 1893731.00, 8453460.00, 8535325.00,26, 111816
1073, 1893588.00, 8454138.00, 8535412.00,26, 111920
1074, 1893298.00, 8455490.00, 8535308.00,26, 112025
1075, 1892883.00, 8457289.00, 8535304.00,26, 112130
1076, 1892445.00, 8458868.00, 8535274.00,26, 112234
1077, 1892075.00, 8460515.00, 8535333.00,26, 112339
1078, 1891737.00, 8462350.00, 8535238.00,26, 112443
1079, 1891515.00, 8463781.00, 8535206.00,26, 112548
1080, 1891310.00, 8465318.00, 8535092.00,26, 112652
1081, 1891182.00, 8465965.00, 8535230.00,26, 112757
1082, 1891039.00, 8466730.00, 8535407.00,26, 112861
1083, 1890851.00, 8467646.00, 8535570.00,26, 112966
1084, 1890670.00, 8468559.00, 8535415.00,26, 113070
1085, 1890332.00, 8469694.00, 8535250.00,26, 113175
1086, 1890019.00, 8470922.00, 8535238.00,26, 113279
1087, 1889880.00, 8471941.00, 8535336.00,26, 113384
1088, 1889881.00, 8472944.00, 8535256.00,26, 113488
1089, 1889858.00, 8473102.00, 8535402.00,26, 113593
1090, 1889776.00, 8473409.00, 8535554.00,26, 113697
1091, 1889551.00, 8473919.00, 8535066.00,26, 113802
1092, 1889331.00, 8474820.00, 8535169.00,26, 113906
1093, 1889131.00, 8476003.00, 8535111.00,26, 114011
1094, 1888792.00, 8477322.00, 8535289.00,26, 114115
1095, 1888470.00, 8478720.00, 8535490.00,26, 114220
1096, 1888274.00, 8480876.00, 8535231.00,26, 114324
1097, 1888208.00, 8481260.00, 8535051.00,26, 114429
1098, 1888141.00, 8481569.00, 8535256.00,26, 114533
1099, 1888103.00, 8481784.00, 8535061.00,26, 114638
1100, 1888016.00, 8482317.00, 8535247.00,26, 114742
1101, 1887835.00, 8482990.00, 8535502.00,26, 114847
1102, 1887640.00, 8483756.00, 8535605.00,26, 114951
1103, 1887431.00, 8484623.00, 8535613.00,26, 115056
1104, 1887302.00, 8486160.00, 8535539.00,26, 115160
1105, 1887194.00, 8486569.00, 8535309.00,26, 115265
1106, 1887156.00, 8486833.00, 8535182.00,26, 115369
1107, 1887118.00, 8487023.00, 8535385.00,26, 115474
1108, 1887088.00, 8487198.00, 8535432.00,26, 115578
1109, 1887048.00, 8487585.00, 8535192.00,26, 115683
1110, 1886898.00, 8488265.00, 8535260.00,26, 115787
1111, 1886635.00, 8489142.00, 8535360.00,26, 115892
1112, 1886403.00, 8491276.00, 8535374.00,26, 115996
1113, 1886217.00, 8492079.00, 8535243.00,26, 116101
1114, 1886117.00, 8492554.00, 8535083.00,26, 116205
1115, 1886102.00, 8492762.00, 8535215.00,26, 116310
1116, 1886050.00, 8492952.00, 8535276.00,26, 116414
1117, 1885988.00, 8493203.00, 8535281.00,26, 116519
1118, 1885923.00, 8493614.00, 8535354.00,26, 116623
1119, 1885809.00, 8494218.00, 8535175.00,26, 116728
1120, 1885635.00, 8495441.00, 8535110.00,26, 116832
1121, 1885498.00, 8496045.00, 8535276.00,26, 116937
1122, 1885453.00, 8496511.00, 8535282.00,26, 117041
1123, 1885372.00, 8496702.00, 8535147.00,26, 117146
1124, 1885362.00, 8496890.00, 8535274.00,26, 117250
1125, 1885414.00, 8496995.00, 8535305.00,26, 117355
1126, 1885313.00, 8497186.00, 8535452.00,26, 117459
1127, 1885169.00, 8497581.00, 8535437.00,26, 117564
1128, 1885051.00, 8498839.00, 8535619.00,26, 117668
1129, 1884931.00, 8499674.00, 8535345.00,26, 117773
1130, 1884731.00, 8500489.00, 8535121.00,26, 117877
1131, 1884626.00, 8501088.00, 8535256.00,26, 117982
1132, 1884572.00, 8501389.00, 8535343.00,26, 118086
1133, 1884590.00, 8501567.00, 8535282.00,26, 118191
1134, 1884566.00, 8501696.00, 8535265.00,26, 118295
1135, 1884515.00, 8501928.00, 8535339.00,26, 118400
1136, 1884406.00, 8502727.00, 8535362.00,26, 118504
1137, 1884257.00, 8503198.00, 8535287.00,26, 118609
1138, 1884220.00, 8503684.00, 8535193.00,26, 118713
1139, 1884193.00, 8504061.00, 8535280.00,26, 118817
1140, 1884112.00, 8504245.00, 8535158.00,26, 118922
1141, 1884158.00, 8504367.00, 8535221.00,26, 119026
1142, 1884151.00, 8504494.00, 8535174.00,26, 119131
1143, 1884134.00, 8504587.00, 8535240.00,26, 119235
1144, 1884114.00, 8505079.00, 8535053.00,26, 119340
1145, 1884039.00, 8505583.00, 8535265.00,26, 119444
1146, 1883904.00, 8506224.00, 8535432.00,26, 119549
1147, 1883718.00, 8506940.00, 8535288.00,26, 119654
1148, 1883613.00, 8507511.00, 8535363.00,26, 119758
1149, 1883574.00, 8507866.00, 8535264.00,26, 119863
1150, 1883587.00, 8508028.00, 8535413.00,26, 119967
1151, 1883531.00, 8508130.00, 8535302.00,26, 120072
1152, 1883481.00, 8508460.00, 8535259.00,26, 120176
1153, 1883427.00, 8508804.00, 8535265.00,26, 120280
1154, 1883381.00, 8509217.00, 8535258.00,26, 120385
1155, 1883304.00, 8509691.00, 8535432.00,26, 120489
1156, 1883281.00, 8510056.00, 8535400.00,26, 120594
1157, 1883249.00, 8510270.00, 8535261.00,26, 120698
1158, 1883209.00, 8510377.00, 8535276.00,26, 120803
1159, 1883160.00, 8510411.00, 8535301.00,26, 120907
1160, 1883137.00, 8510541.00, 8535307.00,26, 121012
1161, 1883124.00, 8510673.00, 8535294.00,26, 121116
1162, 1883071.00, 8510966.00, 8535236.00,26, 121221
1163, 1882991.00, 8511399.00, 8535404.00,26, 121325
1164, 1882887.00, 8511959.00, 8535570.00,26, 121430
1165, 1882848.00, 8512455.00, 8535452.00,26, 121535
1166, 1882777.00, 8512823.00, 8535343.00,26, 121639
1167, 1882691.00, 8513071.00, 8535318.00,26, 121744
1168, 1882690.00, 8513226.00, 8535363.00,26, 121848
1169, 1882708.00, 8513376.00, 8535330.00,26, 121953
1170, 1882686.00, 8513572.00, 8535300.00,26, 122057
1171, 1882624.00, 8513908.00, 8535258.00,26, 122162
1172, 1882500.00, 8514256.00, 8535113.00,26, 122266
1173, 1882444.00, 8514528.00, 8535040.00,26, 122371
1174, 1882434.00, 8514750.00, 8534981.00,26, 122475
1175, 1882426.00, 8514882.00, 8535116.00,26, 122580
1176, 1882421.00, 8514979.00, 8535582.00,26, 122684
1177, 1882444.00, 8515054.00, 8535455.00,26, 122789
1178, 1882412.00, 8515120.00, 8535447.00,26, 122893
1179, 1882367.00, 8515282.00, 8535439.00,26, 122998
1180, 1882305.00, 8515589.00, 8535173.00,26, 123102
1181, 1882209.00, 8515970.00, 8535293.00,26, 123207
1182, 1882095.00, 8516429.00, 8535341.00,26, 123311
1183, 1882021.00, 8516811.00, 8535280.00,26, 123416
1184, 1881998.00, 8517069.00, 8535406.00,26, 123520
1185, 1882033.00, 8517053.00, 8535521.00,26, 123625
1186, 1882042.00, 8517112.00, 8535515.00,26, 123729
1187, 1882045.00, 8517356.00, 8535163.00,26, 123834
1188, 1881739.00, 8518090.00, 8533922.00,26, 123938
1189, 1880820.00, 8520048.00, 8531255.00,26, 124043
1190, 1878765.00, 8526913.00, 8523594.00,26, 124147
1191, 1876687.00, 8536488.00, 8515790.00,26, 124252
1192, 1873183.00, 8566921.00, 8512299.00,26, 124356
1193, 1866588.00, 8605114.00, 8508497.00,26, 124461
1194, 1855321.00, 8683403.00, 8502619.00,26, 124565
1195, 1848969.00, 8764506.00, 8497268.00,26, 124670
1196, 1849730.00, 8788833.00, 8497010.00,26, 124774
1197, 1850100.00, 8792225.00, 8498236.00,26, 124879
1198, 1848920.00, 8799387.00, 8494161.00,26, 124983
1199, 1847793.00, 8812923.00, 8492940.00,26, 125088
1200, 1847657.00, 8834859.00, 8492620.00,26, 125192
1201, 1847673.00, 8840850.00, 8492505.00,26, 125297
1202, 1847739.00, 8845717.00, 8492684.00,26, 125401
1203, 1847879.00, 8850027.00, 8492549.00,26, 125506
1204, 1848114.00, 8853328.00, 8492363.00,26, 125610
1205, 1848294.00, 8855614.00, 8492468.00,26, 125715
1206, 1848410.00, 8857405.00, 8492322.00,26, 125819
1207, 1848573.00, 8858781.00, 8492388.00,26, 125924
1208, 1848658.00, 8861402.00, 8492514.00,26, 126028
1209, 1848658.00, 8862798.00, 8492493.00,26, 126133
1210, 1848636.00, 8864039.00, 8492747.00,26, 126237
1211, 1848694.00, 8865033.00, 8492738.00,26, 126342
1212, 1848733.00, 8866028.00, 8492263.00,26, 126446
1213, 1848696.00, 8867293.00, 8492352.00,26, 126551
1214, 1848585.00, 8868785.00, 8492371.00,26, 126655
1215, 1848533.00, 8870186.00, 8492435.00,26, 126760
1216, 1848519.00, 8872840.00, 8492712.00,26, 126864
1217, 1848383.00, 8874549.00, 8492482.00,26, 126969
1218, 1848234.00, 8876333.00, 8492372.00,26, 127073
1219, 1848213.00, 8877743.00, 8492411.00,26, 127178
1220, 1848318.00, 8878837.00, 8492339.00,26, 127282
1221, 1848388.00, 8879571.00, 8492595.00,26, 127386
1222, 1848365.00, 8880357.00, 8492501.00,26, 127491
1223, 1848327.00, 8881203.00, 8492626.00,26, 127595
1224, 1848318.00, 8882685.00, 8492503.00,26, 127700
1225, 1848312.00, 8883242.00, 8492660.00,26, 127804
1226, 1848419.00, 8883655.00, 8492462.00,26, 127909
1227, 1848485.00, 8884042.00, 8492604.00,26, 128013
1228, 1848496.00, 8884478.00, 8492638.00,26, 128118
1229, 1848535.00, 8884846.00, 8492766.00,26, 128222
1230, 1848550.00, 8885234.00, 8492513.00,26, 128327
1231, 1848540.00, 8885689.00, 8492411.00,26, 128431
1232, 1848519.00, 8887150.00, 8492336.00,26, 128536
1233, 1848508.00, 8887974.00, 8492507.00,26, 128640
1234, 1848458.00, 8888710.00, 8492553.00,26, 128745
1235, 1848433.00, 8889480.00, 8492589.00,26, 128849
1236, 1848415.00, 8890320.00, 8492541.00,26, 128954
1237, 1848305.00, 8891094.00, 8492544.00,26, 129058
1238, 1848282.00, 8891828.00, 8492524.00,26, 129163
1239, 1848347.00, 8892437.00, 8492600.00,26, 129267
1240, 1848400.00, 8893410.00, 8492393.00,26, 129372
1241, 1848403.00, 8893853.00, 8492416.00,26, 129476
1242, 1848399.00, 8894190.00, 8492346.00,26, 129581
1243, 1848405.00, 8894554.00, 8492347.00,26, 129685
1244, 1848418.00, 8894892.00, 8492506.00,26, 129790
1245, 1848467.00, 8895106.00, 8492641.00,26, 129894
1246, 1848543.00, 8895361.00, 8492716.00,26, 129999
1247, 1848572.00, 8895680.00, 8492756.00,26, 130103
1248, 1848536.00, 8896350.00, 8492832.00,26, 130208
1249, 1848473.00, 8896825.00, 8492748.00,26, 130312
1250, 1848423.00, 8897418.00, 8492362.00,26, 130417
1251, 1848356.00, 8898038.00, 8492119.00,26, 130521
1252, 1848380.00, 8898607.00, 8492392.00,26, 130626
1253, 1848396.00, 8899121.00, 8492442.00,26, 130730
1254, 1848395.00, 8899636.00, 8492273.00,26, 130835
1255, 1848324.00, 8900095.00, 8492380.00,26, 130939
1256, 1848301.00, 8900960.00, 8492439.00,26, 131044
1257, 1848335.00, 8901303.00, 8492470.00,26, 131148
1258, 1848345.00, 8901551.00, 8492299.00,26, 131253
1259, 1848327.00, 8901743.00, 8492475.00,26, 131357
1260, 1848421.00, 8901931.00, 8492630.00,26, 131462
1261, 1848490.00, 8902132.00, 8492735.00,26, 131566
1262, 1848509.00, 8902285.00, 8492394.00,26, 131671
1263, 1848533.00, 8902489.00, 8492526.00,26, 131775
1264, 1848541.00, 8902837.00, 8492531.00,26, 131880
1265, 1848509.00, 8903158.00, 8492309.00,26, 131984
1266, 1848459.00, 8903501.00, 8492431.00,26, 132089
1267, 1848469.00, 8903880.00, 8492376.00,26, 132193
1268, 1848485.00, 8904306.00, 8492371.00,26, 132298
1269, 1848474.00, 8904741.00, 8492589.00,26, 132402
1270, 1848489.00, 8905164.00, 8492741.00,26, 132507
1271, 1848422.00, 8905493.00, 8492333.00,26, 132611
1272, 1848330.00, 8906244.00, 8492292.00,26, 132716
1273, 1848381.00, 8906573.00, 8492339.00,26, 132820
1274, 1848357.00, 8906866.00, 8492478.00,26, 132925
1275, 1848374.00, 8907076.00, 8492703.00,26, 133029
1276, 1848442.00, 8907305.00, 8492164.00,26, 133134
1277, 1848516.00, 8907525.00, 8492271.00,26, 133238
1278, 1848536.00, 8907743.00, 8492590.00,26, 133343
1279, 1848524.00, 8907918.00, 8492603.00,26, 133447
1280, 1848505.00, 8908188.00, 8492316.00,26, 133552
1281, 1848506.00, 8908390.00, 8492499.00,26, 133656
1282, 1848515.00, 8908647.00, 8492577.00,26, 133761
1283, 1848509.00, 8908916.00, 8492420.00,26, 133865
1284, 1848507.00, 8909194.00, 8492424.00,26, 133970
1285, 1848475.00, 8909554.00, 8492412.00,26, 134074
1286, 1848393.00, 8909914.00, 8492468.00,26, 134179
RECORDING Time: 12:14:0
BASELINE Time: 12:14:13
1, 1847863.00, 8927331.00, 8492700.00,26, 0
